,BELL 230 A1 SA  |A___ROCOF____1R_.R,CHJO 500 A1 SA  |A___ROCOF____1R_.R
0,0.0067838095128536224,-0.0011762045323848724
1,0.0063641974702477455,-2.543209120631218e-05
2,0.006415047682821751,0.0022316048853099346
3,0.0019137002527713776,0.0008074427023530006
4,0.00010172836482524872,0.0007057143375277519
5,0.0008265115320682526,0.001589474268257618
6,0.0012207124382257462,0.00036874786019325256
7,-0.0007883738726377487,0.0
8,-0.0015512946993112564,0.0009409664198756218
9,-0.002218899317085743,0.0006421376019716263
10,-0.0022252416238188744,0.0008837319910526276
11,-0.001964564435184002,0.001316070556640625
12,-0.0017611216753721237,0.0020027300342917442
13,-0.0002606632187962532,0.002091717906296253
14,0.0018628360703587532,0.002435040660202503
15,0.00047684647142887115,0.002199816517531872
16,-0.0032679224386811256,-0.00057220458984375
17,-0.004170751199126244,-0.001430511474609375
18,-0.004196162335574627,0.00031152740120887756
19,-0.002098088152706623,0.0013860035687685013
20,0.0008455943316221237,0.0008773896843194962
21,0.004043583758175373,0.001335139386355877
22,0.004914603196084499,0.0015894463285803795
23,0.003337855450809002,0.0006803032010793686
24,-0.0012842752039432526,-0.0002924725413322449
25,0.0017674639821052551,0.0012461375445127487
26,0.004526772536337376,0.00229518860578537
27,0.006624860689043999,0.0025812769308686256
28,0.007629403844475746,0.004520416259765625
29,0.005372366867959499,0.003623957745730877
30,0.0015385961160063744,0.0039736367762088776
31,0.0012079719454050064,0.0039164163172245026
32,-0.0017420388758182526,0.00343959778547287
33,-5.085021257400513e-05,0.0027720071375370026
34,0.0,0.0005849311128258705
35,-0.0018501514568924904,0.0010363245382905006
36,-0.007069897837936878,0.00026067718863487244
37,-0.0059382012113928795,-0.0010553933680057526
38,-0.004558567889034748,-0.0006612204015254974
39,-0.0021489523351192474,0.0011698342859745026
40,-0.00239688903093338,1.3969838619232178e-08
41,-0.002581290900707245,-0.0001398799940943718
42,-0.002670278772711754,-0.0010236259549856186
43,-0.0027020741254091263,-0.000871005468070507
44,-0.0018946453928947449,-0.0014623068273067474
45,-0.0005849171429872513,-0.001970934681594372
46,0.0010426947847008705,-0.0016848184168338776
47,0.0036557530984282494,-0.00022886786609888077
48,0.002555837854743004,1.905485987663269e-05
49,0.0,-0.0022951746359467506
50,0.001430511474609375,-0.001850123517215252
51,0.003910074010491371,-0.001239781267940998
52,0.004425030201673508,-0.0012651924043893814
53,0.002880105748772621,-0.0012016436085104942
54,0.00024159438908100128,-0.0005976296961307526
55,0.0,-0.001640324480831623
56,-0.000171661376953125,-0.0029881764203310013
57,0.0007629487663507462,-0.00366847962141037
58,0.0007756473496556282,-0.0006739329546689987
59,0.001220698468387127,-0.0006167124956846237
60,-0.001347837969660759,-0.0027529243379831314
61,-0.0025749346241354942,-0.002708444371819496
62,-0.003376007080078125,-0.0032742787152528763
63,-0.004049940034747124,-0.0031153298914432526
64,-0.003121686168015003,-0.0016275979578495026
65,-0.002689361572265625,-0.000712098553776741
66,-0.002708444371819496,-0.0004704762250185013
67,-0.004819231107831001,-0.0012461375445127487
68,-0.0030072592198848724,2.7939677238464355e-08
69,-0.0018246984109282494,-2.7939677238464355e-08
70,-0.0019200565293431282,0.00010172836482524872
71,-0.0005785608664155006,0.0006548641249537468
72,0.0005213404074311256,0.00028611626476049423
73,0.0,8.264556527137756e-05
74,0.0,-0.00039418693631887436
75,0.0006230548024177551,0.00024159438908100128
76,-0.0004704762250185013,0.00045140739530324936
77,-0.0005340389907360077,-3.1781382858753204e-05
78,0.0005912734195590019,-0.0011189840734004974
79,0.0023142434656620026,-0.0007502222433686256
80,0.0028101587668061256,-0.00125885009765625
81,0.002727499231696129,-6.993301212787628e-05
82,0.00229518860578537,0.00015257857739925385
83,0.0012270547449588776,0.0004514213651418686
84,0.0015131570398807526,0.001983633264899254
85,0.0019200844690203667,0.002212515100836754
86,0.0034968042746186256,-0.0008137989789247513
87,0.0004704762250185013,-0.001125340349972248
88,0.0,0.00010172836482524872
89,0.0,0.0018755486235022545
90,-0.0006485078483819962,0.002600373700261116
91,-0.0002988148480653763,0.0012079859152436256
92,-0.0008392380550503731,-0.0009791180491447449
93,-0.00029880087822675705,-0.0012143421918153763
94,-0.0010554073378443718,-0.00010807067155838013
95,-0.0008837459608912468,-0.0009981868788599968
96,-0.0011444091796875,-0.00029245857149362564
97,-0.00239688903093338,0.0
98,-0.00309627503156662,0.0
99,-0.0016848184168338776,-0.0020726630464196205
100,-0.0017484091222286224,-0.002435040660202503
101,-0.003026314079761505,-0.0020726630464196205
102,-0.0033060740679502487,-0.0015958026051521301
103,-0.002028155140578747,-0.0017356965690851212
104,-0.0019582081586122513,-0.00031152740120887756
105,-0.002231597900390625,0.0
106,0.001010899432003498,0.0
107,0.002155308611690998,0.0018183421343564987
108,0.001621241681277752,0.0007756473496556282
109,0.00016529113054275513,0.0007693050429224968
110,-0.0004513934254646301,0.00057220458984375
111,0.0007947301492094994,0.00029245857149362564
112,0.0016275979578495026,6.356276571750641e-06
113,0.0032679224386811256,0.0
114,0.0011380529031157494,0.0
115,0.002479548566043377,-0.001182560808956623
116,0.0014432240277528763,0.0
117,0.0010426947847008705,1.3969838619232178e-08
118,0.0033314991742372513,0.0012715626507997513
119,0.003242497332394123,0.0015004444867372513
120,0.002454109489917755,0.001392359845340252
121,0.0,0.002212529070675373
122,0.0,0.0030263280496001244
123,-0.0006802752614021301,0.0029818201437592506
124,-0.002822885289788246,0.0014623068273067474
125,-0.0026957038789987564,0.0017165997996926308
126,0.0016975309699773788,0.0017801905050873756
127,0.0020090723410248756,0.0012334249913692474
