,BELL 230 A1 SA  |A___ROCOF____1R_.R,CHJO 500 A1 SA  |A___ROCOF____1R_.R
0,-0.0021106749773025513,-0.00013969838619232178
1,-0.005353465676307678,-0.00011466443538665771
2,-0.005086362361907959,-0.0019582360982894897
3,-0.0054676830768585205,-0.0031661242246627808
4,-0.004119649529457092,-0.0003688037395477295
5,-0.002454221248626709,-2.2351741790771484e-07
6,0.0,-0.00047028064727783203
7,-2.2351741790771484e-07,0.0011064112186431885
8,0.0004325062036514282,0.0024412572383880615
9,0.00331878662109375,0.0008265674114227295
10,0.0055821239948272705,0.000635683536529541
11,0.006790459156036377,0.0005342066287994385
12,0.006815269589424133,0.0021488964557647705
13,0.007044598460197449,0.002008974552154541
14,0.008570104837417603,0.002454221248626709
15,0.00930793583393097,0.003954693675041199
16,0.00548042356967926,0.004971697926521301
17,0.0011573731899261475,0.004755556583404541
18,0.0,0.00030510127544403076
19,-0.00035628676414489746,0.000903010368347168
20,-0.00019043684005737305,0.0027848035097122192
21,0.0028737634420394897,0.00456489622592926
22,0.0013350695371627808,0.0051243603229522705
23,-0.002683103084564209,0.002810060977935791
24,-0.0036491453647613525,0.0004197657108306885
25,-0.003115609288215637,-0.00125885009765625
26,-0.00034332275390625,-0.0013735145330429077
27,0.0017168372869491577,0.0035096704959869385
28,0.0043357908725738525,0.0033567845821380615
29,0.0025431811809539795,0.003802254796028137
30,0.001665651798248291,0.0032170861959457397
31,-0.001436769962310791,-0.00263214111328125
32,-0.0033442676067352295,-0.0038020312786102295
33,-0.00035583972930908203,-0.002263784408569336
34,0.0036748498678207397,0.004768744111061096
35,0.003204345703125,0.0049589574337005615
36,0.004310533404350281,0.004806295037269592
37,0.0027973204851150513,0.002276301383972168
38,0.0028102844953536987,-0.001042485237121582
39,0.006014406681060791,-0.0011064112186431885
40,0.006675794720649719,0.0010554492473602295
41,0.006777271628379822,0.00630699098110199
42,0.0027720630168914795,0.0039037317037582397
43,0.0024162232875823975,0.00410713255405426
44,0.0023777782917022705,0.0011061877012252808
45,0.0018055737018585205,-0.0027973204851150513
46,0.0009917467832565308,-0.002339780330657959
47,0.00016540288925170898,0.0013478100299835205
48,0.0,0.0028482824563980103
49,-0.00035606324672698975,0.0022890418767929077
