,BELL 230 A1 SA  |A___ROCOF____1R_.R,CHJO 500 A1 SA  |A___ROCOF____1R_.R
0,0.0014561042189598083,0.0013255700469017029
1,0.0,-0.00023972243070602417
2,-1.1175870895385742e-07,0.0
3,-0.0012095645070075989,-1.1175870895385742e-07
4,-0.0015132129192352295,-0.0008979812264442444
5,-0.0007819756865501404,-0.0009315088391304016
6,-0.0006866455078125,-0.000459328293800354
7,-0.00047519803047180176,-0.0011237338185310364
8,-0.0009330734610557556,-0.002980269491672516
9,-0.0014255940914154053,-0.0012763962149620056
10,-0.0008234381675720215,0.0
11,0.0005419179797172546,0.0
12,1.1175870895385742e-07,0.0010062754154205322
13,-1.1175870895385742e-07,0.0019011273980140686
14,-0.0009122863411903381,0.0009948760271072388
15,-0.0025558099150657654,0.0007723644375801086
16,-0.0023872777819633484,0.0012748315930366516
17,-0.0029642879962921143,0.0017642229795455933
18,-0.004099197685718536,0.0006390362977981567
19,-0.0032887235283851624,0.0
20,-0.00012561678886413574,0.0002288818359375
21,-0.0006437301635742188,0.00024475157260894775
22,-0.0007328018546104431,4.459172487258911e-05
23,0.002115704119205475,0.001153796911239624
24,0.0016243010759353638,0.0024161115288734436
25,0.0019583478569984436,0.0016815215349197388
26,0.0026018545031547546,0.0016021728515625
27,0.0032425671815872192,0.0017643347382545471
28,0.002452544867992401,0.0026035308837890625
29,0.002180635929107666,0.0008678063750267029
30,0.002005957067012787,2.2351741790771484e-07
31,0.0015592575073242188,-2.2351741790771484e-07
32,0.0014177709817886353,-0.0008518248796463013
33,0.0011427327990531921,-0.00015579164028167725
34,0.0005166605114936829,0.0006133317947387695
35,0.0003656744956970215,0.0012113526463508606
36,0.0007693469524383545,0.002298317849636078
37,0.0023858249187469482,0.001815296709537506
38,0.003317110240459442,0.0019867345690727234
39,0.003658868372440338,0.0024922192096710205
40,0.00194549560546875,0.001776963472366333
41,0.000522807240486145,0.0
42,-0.00047989189624786377,0.0
43,0.0,0.0002448633313179016
44,-0.0004895031452178955,-0.0005435943603515625
45,-0.0020854175090789795,-0.000912398099899292
46,-0.0027148425579071045,-0.0008137151598930359
47,-0.002570115029811859,-0.0004069134593009949
48,-0.0024253875017166138,-1.1175870895385742e-07
49,-0.00012405216693878174,0.0
