,BELL 230 A1 SA  |A___ROCOF____1R_.R,CHJO 500 A1 SA  |A___ROCOF____1R_.R
0,-0.00890091061592102,-0.003433115780353546
1,-0.008722878992557526,-0.004425086081027985
2,-0.00974021852016449,-0.003840029239654541
3,-0.010198093950748444,-0.0039674341678619385
4,-0.008417665958404541,-0.00516258180141449
5,-0.004526786506175995,-0.003026314079761505
6,-0.0022633373737335205,-0.002059824764728546
7,-0.0016530230641365051,-0.0015004724264144897
8,-0.0030517950654029846,-0.0018055737018585205
9,-0.003611259162425995,-0.0020599365234375
10,-0.0035604089498519897,-0.002390630543231964
11,-0.0028228014707565308,-0.0022633373737335205
12,0.0010680779814720154,-0.0017802044749259949
13,0.0018310546875,-0.0016021728515625
14,0.00015255063772201538,-0.0026194006204605103
15,-0.0012969598174095154,-0.0011445209383964539
16,-0.0022633373737335205,-0.0006611645221710205
17,-0.0019837170839309692,-0.0015513226389884949
18,-0.002009086310863495,-0.0021871179342269897
19,-0.0023905187845230103,-0.002288818359375
20,-0.00490821897983551,-0.0025684386491775513
21,-0.008595865219831467,-0.003026425838470459
22,-0.010375957936048508,-0.0036366283893585205
23,-0.010579414665699005,-0.003941953182220459
24,-0.011240579187870026,-0.004730187356472015
25,-0.010961014777421951,-0.005874652415513992
26,-0.008494053035974503,-0.00607810914516449
27,-0.0029754638671875,-0.00445045530796051
28,-0.0003051571547985077,-0.0033315271139144897
29,-0.001424197107553482,-0.002695675939321518
30,-0.0018564239144325256,-0.0022125430405139923
31,-0.0013479217886924744,-0.0019836612045764923
32,0.0005849450826644897,-0.0017547234892845154
33,0.0021616369485855103,-0.001373291015625
34,0.0032806769013404846,-0.0005086697638034821
35,0.004272535443305969,-0.00033058226108551025
36,0.00559486448764801,-0.0010172277688980103
37,0.0043487548828125,-0.0021362118422985077
38,0.004653912037611008,-0.0011698901653289795
39,0.008137989789247513,-0.0008392520248889923
40,0.008468683809041977,-0.0011698342859745026
41,0.0045521557331085205,-0.0011952035129070282
42,0.00027978792786598206,-0.0012207962572574615
43,0.0,-0.0020599365234375
44,0.0,-0.0025939755141735077
45,-0.0025431253015995026,-0.0023142434656620026
46,-0.003763865679502487,-0.0019073300063610077
47,-0.0064341165125370026,-0.0025177001953125
48,-0.007959958165884018,-0.0031280703842639923
49,-0.0067139603197574615,-0.0013987720012664795
50,-0.006001722067594528,-0.0011189281940460205
51,-0.005442369729280472,-0.0014495663344860077
52,-0.005315076559782028,-0.0016529671847820282
53,-0.004704762250185013,-0.0012462213635444641
54,-0.00470481812953949,-0.0016784481704235077
55,-0.005722101777791977,-0.002288818359375
56,-0.005950927734375,-0.0024159997701644897
57,-0.0056965649127960205,-0.0021616369485855103
58,-0.00493369996547699,-0.002797376364469528
