,BELL 230 A1 SA  |A___ROCOF____1R_.R,CHJO 500 A1 SA  |A___ROCOF____1R_.R,ECOL 500  A1 SA |A___ROCOF____1R_.R
0,-0.00423431396484375,-0.0017674360424280167,-0.0009537208825349808
1,-0.0038909912109375,-0.001284303143620491,0.00035606324672698975
2,-0.004132585600018501,-0.0011316966265439987,0.0006103701889514923
3,-0.004717474803328514,0.00020342878997325897,0.0006357394158840179
4,-0.005861939862370491,-3.810971975326538e-05,0.00039422884583473206
5,-0.0051752664148807526,-0.0011189840734004974,-0.0013987720012664795
6,-0.0018183700740337372,-0.0016657635569572449,2.7939677238464355e-08
7,-0.0004704482853412628,-0.0003051571547985077,-0.0005340669304132462
8,-0.001513184979557991,-0.0008901581168174744,-0.0011952593922615051
9,-0.0025812629610300064,-0.001398688182234764,0.0
10,-0.0010553933680057526,-0.00043231062591075897,-8.901581168174744e-05
11,0.0,-0.00012715347111225128,-0.0010935310274362564
12,-5.587935447692871e-08,-0.0017293542623519897,-0.0016021728515625
13,-0.0011062156409025192,-0.0031026173382997513,-0.0017039012163877487
14,-0.003242483362555504,-0.003636656329035759,-0.002034539356827736
15,-0.005048112943768501,-0.004501333460211754,-0.002797432243824005
16,-0.004793806001543999,-0.00516258180141449,-0.003916388377547264
17,-0.0044377706944942474,-0.004844684153795242,-0.005238885059952736
18,-0.0028864480555057526,-0.003064451739192009,-0.005518561229109764
19,-0.0006739608943462372,-0.002772035077214241,-0.004514101892709732
20,-0.00031786970794200897,-0.002771979197859764,-0.003827400505542755
21,-0.0012969877570867538,-0.001970948651432991,-0.0028355978429317474
22,-0.0023269839584827423,-0.0011062435805797577,-0.0015004444867372513
23,-0.0021616648882627487,-0.0011444091796875,-0.0016403105109930038
24,-0.002199830487370491,-0.0014495942741632462,-0.0020726490765810013
25,-0.002606688067317009,0.0,-0.001233397051692009
26,-0.0007629487663507462,0.00022885389626026154,-7.633119821548462e-05
27,-0.0006484519690275192,-0.0007120706140995026,0.00022890977561473846
28,-0.0026830192655324936,-0.0011825468391180038,-0.0008138269186019897
29,-0.002911929041147232,-0.001398688182234764,-0.001856507733464241
30,-0.001691160723567009,-0.0018310546875,-0.0024795066565275192
31,-0.0018310546875,-0.002390574663877487,-0.0022761058062314987
32,-0.0025177001953125,-0.00217437744140625,-0.0014749914407730103
33,-0.0012969877570867538,-0.0020853616297245026,-0.002657594159245491
34,-0.0016403384506702423,-0.0024286843836307526,-0.002466849982738495
35,-0.0022760778665542603,-0.002237968146800995,-0.00263214111328125
36,-0.003382377326488495,-0.0017038732767105103,-0.0027592945843935013
37,5.587935447692871e-08,-0.00021619722247123718,-0.0007756613194942474
38,-5.587935447692871e-08,2.7939677238464355e-08,0.0
39,0.00021619722247123718,-8.90437513589859e-05,0.0004450511187314987
40,0.002644825726747513,-0.0005340389907360077,-0.0004323665052652359
41,0.0028864480555057526,-0.0015385821461677551,-0.001519499346613884
42,0.0025685783475637436,-0.001373291015625,-0.0007502082735300064
43,0.0019327830523252487,-0.000597657635807991,-0.000603972002863884
44,0.0036748219281435013,0.0004450511187314987,-2.7939677238464355e-08
45,0.0015894323587417603,0.00091552734375,0.0
46,0.0005213543772697449,0.0006993580609560013,-5.085021257400513e-05
47,0.002606688067317009,-0.0011062715202569962,-0.001513184979557991
48,0.002962779253721237,-0.0011444091796875,-0.0010935310274362564
49,0.0037129875272512436,-0.0009409524500370026,-0.0014495663344860077
50,0.0038909912109375,-0.0013351533561944962,-0.0009664334356784821
51,0.004285164177417755,-0.0005976017564535141,-0.001322384923696518
52,0.005900077521800995,-0.0011571217328310013,-0.0011253822594881058
53,0.00102996826171875,-0.001347893849015236,-0.0012461096048355103
54,0.0,-0.0018819049000740051,0.0
55,0.0,-0.0018691923469305038,0.0
56,-0.003115357831120491,-0.0006357952952384949,0.000286102294921875
57,-0.0011316966265439987,0.0,0.00057220458984375
58,0.0008137989789247513,0.0005340669304132462,0.000718412920832634
59,-0.0013097003102302551,0.0009918026626110077,0.001030024141073227
60,-0.004870081320405006,0.00030518509447574615,0.000890074297785759
61,-0.003000916913151741,5.085021257400513e-05,0.0011952593922615051
62,-0.003217030316591263,0.0006357952952384949,0.0008837040513753891
63,-0.00308990478515625,0.0015004444867372513,0.0007820595055818558
64,-0.0018183700740337372,0.0011444091796875,0.0008074566721916199
65,-0.001951879821717739,0.000883759930729866,0.0012429384514689445
66,-0.002085389569401741,0.0006231106817722321,0.0016784202307462692
67,-0.002886420115828514,0.0007120426744222641,0.003191661089658737
68,-0.0007375236600637436,0.0008774176239967346,0.003496818244457245
69,-0.0006866175681352615,0.001920042559504509,0.0029754638671875
70,-0.00048321671783924103,0.003077220171689987,0.003204345703125
71,-0.00047050416469573975,0.003407774493098259,0.0031343847513198853
72,0.00030518509447574615,0.003662109375,0.0025049876421689987
73,2.7939677238464355e-08,0.003522215411067009,0.001430511474609375
74,0.002072621136903763,0.002505015581846237,0.0016530510038137436
75,0.0006103701889514923,0.0016403105109930038,0.0010681338608264923
76,-0.0005594920367002487,0.0012461375445127487,0.0009409245103597641
77,-0.0018310267478227615,0.0008773896843194962,0.0007820036262273788
78,0.0011698342859745026,0.0009790901094675064,0.002346038818359375
79,0.0034205149859189987,0.002352409064769745,0.002600373700261116
80,0.003814687952399254,0.0019327830523252487,0.002581290900707245
81,-0.0002797599881887436,0.0019327551126480103,0.0028101447969675064
82,-0.0039037317037582397,0.001691160723567009,0.0019645504653453827
83,-0.004246970638632774,0.002454109489917755,0.0010999292135238647
84,-0.002136239781975746,0.001970948651432991,0.0007502082735300064
85,-0.00024162232875823975,0.0008646771311759949,0.0012207124382257462
86,0.0017038732767105103,0.0004959013313055038,0.0006039999425411224
87,0.002835625782608986,0.0008392520248889923,-0.0008265115320682526
88,0.00012712553143501282,0.0002288818359375,-0.0008392520248889923
89,-0.0016148574650287628,0.00011444091796875,-0.00042596831917762756
90,-0.0026957038789987564,0.0,-0.0003941729664802551
91,5.085021257400513e-05,0.0,-5.587935447692871e-08
92,0.001233397051692009,0.0006739329546689987,0.00045144930481910706
93,0.002276133745908737,0.00057220458984375,0.0009664054960012436
94,0.0012969877570867538,0.00033058226108551025,0.0016530230641365051
95,0.0012206565588712692,-2.53971666097641e-05,0.00048321671783924103
96,0.001970948651432991,0.00025430694222450256,0.0004513934254646301
97,0.0003306102007627487,0.00016529113054275513,0.0008773617446422577
98,0.00021619722247123718,-3.8137659430503845e-05,0.0011889450252056122
99,0.0029372982680797577,0.0005213543772697449,0.0007947161793708801
100,0.0029754638671875,0.00016529113054275513,5.085021257400513e-05
101,0.0016148854047060013,0.00030518509447574615,0.0
102,0.003623971715569496,0.0006866455078125,0.0
103,0.0009028147906064987,0.0,0.0
104,0.00010170042514801025,0.00040685757994651794,1.905485987663269e-05
105,0.0018946453928947449,6.359070539474487e-05,0.001227082684636116
106,0.002492247149348259,0.0,-0.00013989396393299103
107,0.0011316686868667603,-0.0003051571547985077,-0.00010807067155838013
108,0.00045781955122947693,-0.0012970156967639923,-0.0006548501551151276
109,0.001093503087759018,-0.0008773617446422577,-0.0016212556511163712
110,5.587935447692871e-08,-0.00025430694222450256,-0.0012143421918153763
111,0.0,0.0003814883530139923,-0.000457763671875
112,0.0009282119572162628,0.00020342878997325897,-0.0007692910730838776
113,0.0036112312227487564,0.0,-0.0007184408605098724
114,0.002555837854743004,-0.00034332275390625,-0.00021616928279399872
115,0.001398744061589241,5.085021257400513e-05,-0.0014750193804502487
116,0.002835625782608986,0.000890074297785759,-0.0011698342859745026
117,0.0038528256118297577,0.0015894882380962372,0.0009218975901603699
118,0.0019582081586122513,0.00148773193359375,0.0018628500401973724
119,0.0,0.0013351254165172577,0.0021934323012828827
120,-0.00012718141078948975,0.0011062715202569962,0.00041962601244449615
121,-0.0012969877570867538,0.00038146041333675385,0.0
122,-0.0015640072524547577,-0.0009027868509292603,-0.0011889170855283737
123,-0.0009664054960012436,-0.00125885009765625,-0.002136239781975746
124,-0.0005976017564535141,-0.0007629208266735077,-0.0020217429846525192
125,0.001627570018172264,0.001029912382364273,0.0005658343434333801
126,0.0007883738726377487,0.0014750473201274872,0.002301502972841263
127,0.0,0.00080108642578125,0.001316070556640625
128,0.002237968146800995,-1.2740492820739746e-05,0.00091552734375
129,0.0028864480555057526,-0.00013986602425575256,0.00102996826171875
130,0.0010299962013959885,0.0001526065170764923,0.0007884018123149872
131,0.0014495383948087692,0.0008519366383552551,0.0018183141946792603
132,0.00516258180141449,0.001576719805598259,0.0029182713478803635
133,0.005455026403069496,0.0008901301771402359,0.0020471960306167603
134,0.0025304127484560013,0.0003306102007627487,0.0002288818359375
135,0.0,0.0,0.0
136,-0.002505015581846237,-0.0005340669304132462,-0.001856507733464241
137,-0.0042088888585567474,-0.0006739329546689987,-0.002771979197859764
138,-0.0015640072524547577,0.00017803162336349487,-0.0017674919217824936
139,0.0014495942741632462,3.8137659430503845e-05,-0.0014241412281990051
140,0.0012969877570867538,-0.00057220458984375,-0.00026067718863487244
141,0.0006103143095970154,-0.0010426528751850128,-0.0005340389907360077
142,-0.0021616369485855103,0.0,-0.00013352371752262115
143,-0.0022760778665542603,0.0,0.0
144,-0.0027593225240707397,0.000661192461848259,0.0
145,-0.0009027868509292603,-0.00017803162336349487,0.0003687199205160141
146,-2.5425106287002563e-05,-3.8137659430503845e-05,0.0
147,-0.000940980389714241,-0.00057220458984375,0.0
148,-0.001983633264899254,0.0005340389907360077,0.0004959292709827423
149,-0.0012715626507997513,0.00017803162336349487,0.00043233856558799744
150,-0.00125885009765625,-0.0003051571547985077,0.00020345672965049744
151,-0.0011444091796875,-0.00013989396393299103,0.0006167124956846237
152,-0.0010808184742927551,-0.000661192461848259,0.0007374957203865051
153,-0.0012207403779029846,-0.0004704762250185013,0.0
154,-0.0019327551126480103,-0.00012718141078948975,-1.9082799553871155e-05
155,-0.0023905467242002487,0.0016149133443832397,0.0011634919792413712
156,-0.001398744061589241,0.0012588221579790115,6.993301212787628e-05
157,-0.0020090583711862564,0.0003306381404399872,0.0
158,-0.0028737634420394897,-0.0012842752039432526,-0.0002288818359375
159,-0.002225227653980255,-0.001398744061589241,-0.0007311254739761353
160,-0.001780148595571518,-0.0009536650031805038,-0.001366976648569107
161,-8.90437513589859e-05,-0.0030644796788692474,-0.003732014447450638
162,-0.0019582081586122513,-0.00527702271938324,-0.00607173889875412
163,-0.0025049876421689987,-0.0054931640625,-0.004507731646299362
164,-0.002937326207756996,-0.005544014275074005,-0.003153439611196518
165,-0.005582151934504509,-0.005124388262629509,-0.0031852908432483673
166,-0.006739301607012749,-0.003382377326488495,-0.003941841423511505
167,-0.006650285795331001,-0.0018183141946792603,-0.0023206137120723724
168,-0.004310617223381996,-0.0019709765911102295,-0.0024604517966508865
169,-0.003903675824403763,-0.0019582081586122513,-0.0025940313935279846
170,-0.006561325863003731,-0.001805601641535759,-0.0005785468965768814
171,-0.0025939475744962692,-0.002237968146800995,-0.0007375236600637436
172,-0.0005849171429872513,-0.002352409064769745,-0.0016975030303001404
173,-0.0010935589671134949,-0.002212515100836754,-0.002835625782608986
174,-0.0009663775563240051,-0.002594003453850746,-0.002269735559821129
175,-0.000712098553776741,-0.0036493688821792603,-0.00217437744140625
176,-0.000457763671875,-0.003916444256901741,-0.0018246844410896301
177,0.0009282398968935013,-0.00308990478515625,-0.0014813896268606186
178,-0.00026701949536800385,-0.003560353070497513,-0.0017356965690851212
179,-0.0009918306022882462,-0.0035603810101747513,-0.0025177001953125
180,0.00048321671783924103,-0.00038146041333675385,-0.00043231062591075897
181,0.0005340389907360077,0.0,0.0
182,0.0006739050149917603,-5.587935447692871e-08,0.0
183,0.003077220171689987,0.0018183700740337372,0.0024859048426151276
184,0.005760183557868004,0.0023396965116262436,0.0015449244529008865
185,0.0043487548828125,0.002454109489917755,0.00025433488190174103
186,0.0029627513140439987,0.003369636833667755,0.0009663775563240051
187,0.002708444371819496,0.0037129875272512436,0.0034141726791858673
188,0.005124388262629509,0.0023015309125185013,0.002657594159245491
189,0.003611259162425995,0.001398744061589241,0.0029563531279563904
190,0.00354766845703125,0.0029372982680797577,0.00298183411359787
191,0.0045522116124629974,0.004704790189862251,0.002454109489917755
192,0.0036493968218564987,0.004552239552140236,0.0014686491340398788
193,0.00467933714389801,0.004628486931324005,0.002492303028702736
194,0.005200719460844994,0.004730215296149254,0.004208860918879509
195,0.0060399435460567474,0.006472254171967506,0.00422794371843338
196,0.0028482824563980103,0.004857396706938744,0.003960952162742615
197,0.0035222433507442474,0.003344239667057991,0.003382377326488495
198,0.00354766845703125,0.003369636833667755,0.003967266529798508
199,0.0025558657944202423,0.005505848675966263,0.005760183557868004
