,BELL 230 A1 SA  |A___ROCOF____1R_.R,CHJO 500 A1 SA  |A___ROCOF____1R_.R,ECOL 500  A1 SA |A___ROCOF____1R_.R
200,0.004272451624274254,0.007591266185045242,0.007425947114825249
201,0.003852853551506996,0.0065485574305057526,0.00560760498046875
202,0.0032933615148067474,0.00629425048828125,0.003630341961979866
203,0.0031026173382997513,0.005760211497545242,0.004145326092839241
204,0.005009947344660759,0.005582151934504509,0.004889136180281639
205,0.00399269163608551,0.003356924280524254,0.00319797545671463
206,0.003992747515439987,0.0013987161219120026,0.0026194285601377487
207,0.004412345588207245,0.001856507733464241,0.0033314991742372513
208,2.5425106287002563e-05,0.0017293263226747513,0.0027910899370908737
209,0.0007248111069202423,0.0021362118422985077,0.0017547793686389923
210,0.003064451739192009,0.0026830192655324936,0.002574920654296875
211,0.0034459400922060013,0.0027338694781064987,0.0039800070226192474
212,0.003140754997730255,0.0024413689970970154,0.0031916052103042603
213,0.004870109260082245,0.0020218268036842346,0.003954581916332245
214,0.004984550178050995,0.0031026173382997513,0.0052388571202754974
215,0.0032297708094120026,0.003140754997730255,0.0051752664148807526
216,0.0038655661046504974,0.003000916913151741,0.004755640402436256
217,0.00513710081577301,0.0034586526453495026,0.00457763671875
218,0.00331878662109375,0.0043741799890995026,0.003681192174553871
219,0.0025177001953125,0.004984522238373756,0.00217437744140625
220,0.002886475995182991,0.0043741799890995026,0.0016530230641365051
221,0.0017674919217824936,0.0031916331499814987,0.0016530510038137436
222,-6.359070539474487e-05,0.001970948651432991,0.001684846356511116
223,0.00017803162336349487,0.0011189840734004974,0.0025621801614761353
224,0.002950010821223259,0.0008773617446422577,0.0030644796788692474
225,0.002797432243824005,0.0014241691678762436,0.002568550407886505
226,0.002326956018805504,0.0013860035687685013,0.0026703067123889923
227,0.00194549560546875,0.0008392240852117538,0.0026957038789987564
228,0.0009918306022882462,2.5425106287002563e-05,0.002155294641852379
229,0.0009791180491447449,0.0001653190702199936,0.0011889450252056122
230,0.0009790901094675064,0.0012207124382257462,0.00010807067155838013
231,-2.5425106287002563e-05,0.000890074297785759,-2.7939677238464355e-08
232,0.0,0.0002288818359375,0.0
233,0.0,2.7939677238464355e-08,-0.0013414956629276276
234,-0.004539471119642258,0.0,-0.0017356686294078827
235,-0.00630699098110199,-0.000457763671875,-0.001684846356511116
236,-0.00605262815952301,-0.0006739329546689987,-0.002085333690047264
237,-0.0044377706944942474,-0.0013097282499074936,-0.0019900035113096237
238,-0.0026194285601377487,-0.0017039012163877487,-0.001773834228515625
239,0.0,-0.0007247831672430038,-0.0012207124382257462
240,-0.00041962601244449615,-0.0004959292709827423,-0.001462278887629509
241,-0.00015257857739925385,-0.00048318877816200256,-0.0013542361557483673
242,0.0008392240852117538,-0.00034332275390625,-0.0017674919217824936
243,0.0,-0.0009663775563240051,-0.002835569903254509
244,0.0,-0.0021870899945497513,-0.0029055308550596237
245,-0.001691160723567009,-0.0031916331499814987,-0.0026385392993688583
246,-0.0015767477452754974,-0.0033315271139144897,-0.003579435870051384
247,-0.001373291015625,-0.0029245857149362564,-0.002346038818359375
248,-0.005137128755450249,-0.0037638377398252487,-0.0015830900520086288
249,-0.007082652300596237,-0.002911873161792755,-0.0017992593348026276
250,-0.00651039183139801,-0.0023650936782360077,-0.00240325927734375
251,-0.00470481812953949,-0.0021871179342269897,-0.002231597900390625
252,-0.004425030201673508,-0.0029500387609004974,-0.0028483103960752487
253,-0.004959097132086754,-0.0029754638671875,-0.0029055308550596237
254,0.0014495663344860077,-0.0026448816061019897,-0.0029627513140439987
255,-0.0004195980727672577,-0.002352353185415268,-0.002498617395758629
256,-0.005162553861737251,-0.0031280703842639923,-0.003382377326488495
257,-0.0034332275390625,-0.00263214111328125,-0.0029754638671875
258,-0.0008773617446422577,-0.0018437951803207397,-0.0017356686294078827
259,-0.0004323665052652359,-0.001233397051692009,-0.0008901022374629974
260,-0.0009663775563240051,-0.0012969877570867538,0.0
261,0.0010426808148622513,-0.0014368817210197449,0.0
262,0.0019709207117557526,-0.001347837969660759,0.00013986602425575256
263,0.0015767477452754974,-0.0006866734474897385,-0.00013352371752262115
264,0.0,-0.0007883459329605103,-0.0014749914407730103
265,0.0010427087545394897,-0.00034332275390625,-0.0010617636144161224
266,0.003115301951766014,0.000457763671875,-0.00024159438908100128
267,0.0036493968218564987,0.0005848892033100128,-0.0010235980153083801
268,0.004081735387444496,-6.356276571750641e-05,-0.0006421655416488647
269,0.003280648961663246,-0.00031789764761924744,-0.00016529113054275513
270,0.0028609950095415115,-0.00012715347111225128,-0.00042599625885486603
271,0.003344239667057991,0.00036877579987049103,0.0
272,0.003255195915699005,0.0008773896843194962,0.0
273,0.002568550407886505,0.0004958733916282654,0.0012461375445127487
274,0.0014495942741632462,0.0013351533561944962,0.004672994837164879
275,0.0009028147906064987,0.0010172557085752487,0.003916444256901741
276,0.00010170042514801025,0.0007120706140995026,0.002034483477473259
277,2.7939677238464355e-08,0.0007756613194942474,0.001742066815495491
278,0.0004068855196237564,0.0014114286750555038,0.0020154286175966263
279,2.5453045964241028e-05,0.0013351533561944962,0.0005594920367002487
280,0.0,0.0010935589671134949,0.0
281,-0.0005340669304132462,0.0009282398968935013,0.0
282,-0.0006357673555612564,0.0002288818359375,-0.001659393310546875
283,0.00034332275390625,0.00011444091796875,0.0
284,-0.00022890977561473846,0.0008519366383552551,0.0
285,-0.0006866455078125,0.001284303143620491,0.0012970156967639923
286,0.00043233856558799744,0.0010299403220415115,0.0021362118422985077
287,2.5453045964241028e-05,0.0009791180491447449,0.0017356965690851212
288,0.0002924446016550064,0.0012970156967639923,0.001570349559187889
289,0.0008265115320682526,2.53971666097641e-05,0.0020345114171504974
290,0.0007883738726377487,-0.0008137989789247513,0.0011825747787952423
291,0.0005849450826644897,-0.0003942009061574936,0.0
292,0.0003687199205160141,-0.00022885389626026154,0.0
293,-0.0012461096048355103,-0.0004450511187314987,-0.0003052130341529846
294,-0.00011444091796875,-0.0008137710392475128,-0.001373291015625
295,0.0,-0.0007756613194942474,-0.001233397051692009
296,-0.0010553933680057526,-0.0015258975327014923,-0.0020789913833141327
297,-0.0018437672406435013,-0.0003941729664802551,-0.0011507514864206314
298,-0.0022761058062314987,0.0,-2.7939677238464355e-08
299,-0.0026703067123889923,0.0,-0.0001907162368297577
300,-0.002123527228832245,0.0,-0.0008138269186019897
301,-0.002466794103384018,0.0,-0.0002988148480653763
302,-0.0019328109920024872,-0.0003814883530139923,-0.001519499346613884
303,-0.002148924395442009,-0.0015640072524547577,-0.002193460240960121
304,-0.0026957597583532333,-0.001970948651432991,-0.0025177281349897385
305,-0.0023523811250925064,-0.0022760778665542603,-0.002098074182868004
306,-0.003382377326488495,-0.0024541374295949936,-0.0023015309125185013
307,-0.0034967903047800064,-0.0033060461282730103,-0.003598518669605255
308,-0.0016784481704235077,-0.001169862225651741,-0.0004704762250185013
309,-0.002339724451303482,-0.0004704762250185013,-0.00038146041333675385
310,-0.003331471234560013,-0.0010935589671134949,-0.001748437061905861
311,-0.0035349279642105103,-0.0010681059211492538,-0.0014177989214658737
312,-0.004170723259449005,-0.0013605784624814987,-0.002136239781975746
313,-0.002683047205209732,-0.0019327551126480103,-0.002803802490234375
314,-0.003471365198493004,-0.0018946453928947449,-0.0023014750331640244
315,-0.0019073579460382462,-0.0007374957203865051,-0.0010109413415193558
316,-0.0026194285601377487,0.0002542790025472641,-0.0004959013313055038
317,-0.0031026173382997513,-8.90437513589859e-05,-0.0006421376019716263
318,0.0,-0.0003814324736595154,-0.0003369525074958801
319,0.0,-0.0011062435805797577,-0.0015258695930242538
320,0.001742066815495491,-0.00091552734375,-0.0013542640954256058
321,0.002568550407886505,-0.000712098553776741,-0.0005912315100431442
322,0.002288818359375,-0.00102996826171875,-0.00102996826171875
323,0.0017547514289617538,-0.00013989396393299103,0.0003560353070497513
324,0.002822885289788246,-0.00010170042514801025,0.0007247831672430038
325,0.0049209315329790115,-0.0011316966265439987,-0.0005340669304132462
326,0.003153495490550995,-0.0022760778665542603,-0.002301502972841263
327,0.0008392520248889923,-0.0019963737577199936,-0.003477763384580612
328,-0.0006612204015254974,-0.0021998025476932526,-0.003445912152528763
329,-0.0016403384506702423,-0.0029372982680797577,-0.0041453540325164795
330,-0.0013097003102302551,-0.0026448816061019897,-0.0031661801040172577
331,0.001284303143620491,-0.002123527228832245,-0.002346038818359375
332,0.00057220458984375,-0.0026448536664247513,-0.002326956018805504
333,-0.004107160493731499,-0.00286102294921875,-0.0017547514289617538
334,-0.003573121502995491,-0.0025177001953125,-0.0002670474350452423
335,-0.0029881764203310013,-0.0013605505228042603,-0.0011126138269901276
336,-0.0032552238553762436,-0.0003179255872964859,-0.0016275979578495026
337,-0.001996345818042755,5.587935447692871e-08,0.0010935310274362564
338,0.0001653190702199936,0.00010170042514801025,0.0020726770162582397
339,0.0010935310274362564,0.0,0.000629425048828125
340,-0.000457763671875,-2.5453045964241028e-05,0.0
341,-0.0006993860006332397,-0.0012969877570867538,0.0
342,2.7939677238464355e-08,-0.0012461654841899872,8.26176255941391e-05
343,0.0,-0.0004959013313055038,0.0
344,0.0019836612045764923,0.00017803162336349487,0.0
345,0.0,-0.00012715347111225128,-0.0005594640970230103
346,0.0,-0.0005976017564535141,-0.0007820036262273788
347,-0.0010172836482524872,-2.7939677238464355e-08,-0.001888275146484375
348,-0.0010172277688980103,0.0,-0.0001462642103433609
349,-0.0013605784624814987,0.0001653190702199936,0.0019836891442537308
350,-0.0018437672406435013,0.0,0.0023014750331640244
351,-0.0023650936782360077,0.00034332275390625,0.0007820595055818558
352,-0.0035604089498519897,0.0006485078483819962,-0.0010427087545394897
353,-0.0018564797937870026,0.0001398380845785141,-0.0017293263226747513
354,-0.002505015581846237,0.00048321671783924103,-0.0005086138844490051
355,-0.0028864480555057526,0.000457763671875,0.0008392520248889923
356,-0.0017038732767105103,-0.00017803162336349487,0.0004513934254646301
357,-0.0024286843836307526,-0.0008137989789247513,0.0
358,-0.002085389569401741,0.00025433488190174103,-0.0006739608943462372
359,-0.0023905187845230103,0.0010808184742927551,5.587935447692871e-08
360,-0.0017547514289617538,0.0009409524500370026,0.0
361,-0.0010427087545394897,0.0021489523351192474,0.0023650657385587692
362,-0.0009536929428577423,0.000546751543879509,0.0013097282499074936
363,0.0,0.0007502362132072449,0.0015195272862911224
364,0.0,0.001513129100203514,0.0015576370060443878
365,-8.898787200450897e-05,0.002110842615365982,0.0007820595055818558
366,-0.00038146041333675385,0.0013859756290912628,-2.7939677238464355e-08
367,-0.0016657356172800064,0.0,2.7939677238464355e-08
368,0.00031786970794200897,0.0,0.0010363105684518814
369,0.0012461096048355103,-0.0010808184742927551,-0.0008456222712993622
370,0.0014750473201274872,-0.0019836612045764923,-0.001996345818042755
371,0.0006103422492742538,-0.0017420388758182526,-0.0016466807574033737
372,5.087815225124359e-05,-0.0009536650031805038,-0.001913672313094139
373,-0.0010935589671134949,-0.001284303143620491,-0.0032997317612171173
374,-0.0016275979578495026,-0.002428656443953514,-0.0033632945269346237
375,0.0,-0.002479562535881996,-0.0034459400922060013
376,0.0,-0.002581290900707245,-0.00217437744140625
377,0.0004959013313055038,-0.002606688067317009,-0.0021934323012828827
378,0.0,-0.002136239781975746,-0.0017547793686389923
379,0.0,-0.0015004724264144897,-0.0003369804471731186
380,-0.0004450511187314987,-0.001036282628774643,0.0
381,-0.00194549560546875,-0.0010045431554317474,-6.342306733131409e-06
382,-0.0018056295812129974,-0.0008901022374629974,-4.450790584087372e-05
383,0.0003306381404399872,-0.000883759930729866,-0.0002924725413322449
384,0.002682991325855255,-0.0007692631334066391,-0.0007692631334066391
385,0.0036875344812870026,-0.000826539471745491,-0.001233452931046486
386,0.0009790901094675064,-0.0007883738726377487,-0.001684790477156639
387,-0.00020342878997325897,-0.00125885009765625,-0.002543153241276741
388,-0.00021619722247123718,-0.0032106880098581314,-0.002492247149348259
389,0.0,-0.0031598377972841263,-0.0025558657944202423
390,0.0018819049000740051,-0.002663908526301384,-0.001691160723567009
391,0.001996401697397232,-0.00274658203125,-1.9082799553871155e-05
392,0.0008137710392475128,-0.0027593225240707397,0.0
393,-0.0006484799087047577,-0.0011444091796875,0.0
394,-0.002911873161792755,0.0,0.0009854603558778763
395,-0.001970948651432991,2.7939677238464355e-08,0.0010744482278823853
396,0.002212515100836754,0.0008328258991241455,0.0008074566721916199
397,0.0027592945843935013,0.0015513226389884949,0.000743865966796875
398,0.00091552734375,0.001373291015625,0.00028613023459911346
399,-0.0006739050149917603,0.0017801765352487564,-2.7939677238464355e-08
400,-0.0012715626507997513,0.002485932782292366,2.5453045964241028e-05
401,-0.0011952873319387436,0.0011889170855283737,0.0003941729664802551
402,-0.000457763671875,0.00013989396393299103,-0.000171661376953125
403,0.00035606324672698975,0.0,-0.0003369525074958801
404,0.00031786970794200897,0.00038780272006988525,-1.9082799553871155e-05
405,-0.00011444091796875,0.000858306884765625,0.00025433488190174103
406,-0.001608487218618393,0.0006166845560073853,-7.633119821548462e-05
407,-0.002225283533334732,-0.00036874786019325256,-0.0002098269760608673
408,-0.0016085430979728699,-0.0002797320485115051,-0.0004069134593009949
409,0.0,0.0,0.0005722604691982269
410,0.0,0.0005468074232339859,0.001201573759317398
411,6.370246410369873e-06,0.0009917747229337692,5.587935447692871e-08
412,-0.00031152740120887756,0.0011507514864206314,0.0
413,-0.00037511810660362244,0.0012525077909231186,0.0007057003676891327
414,0.0004704762250185013,0.0012397952377796173,0.0005276966840028763
415,0.000998200848698616,0.0005785748362541199,0.0013224128633737564
416,0.0016149133443832397,0.003045368939638138,0.0030835624784231186
417,0.001290617510676384,0.001742066815495491,0.0013796333223581314
418,0.0005022436380386353,0.000546751543879509,2.7939677238464355e-08
419,-0.0011507514864206314,0.0006103981286287308,-2.7939677238464355e-08
420,-0.00020345672965049744,0.0010935310274362564,0.0004641339182853699
421,0.0014750193804502487,0.0009028147906064987,0.0009282678365707397
422,0.0018310546875,0.0,0.0009091570973396301
423,0.002155294641852379,0.0,-0.0007057283073663712
424,-0.00012081116437911987,-0.0017229840159416199,-0.00218074768781662
425,-0.0014431960880756378,-0.0008964445441961288,-0.0010108575224876404
426,-0.001653078943490982,-0.0009028427302837372,-0.0003751460462808609
427,-0.0005785748362541199,-0.0007247552275657654,0.0006802752614021301
428,0.0006040278822183609,-0.00015897676348686218,0.0015258975327014923
429,0.0012525077909231186,-0.0005658064037561417,0.0010108854621648788
430,0.0003369525074958801,0.0,0.0009218975901603699
431,-0.0011380389332771301,0.0,-0.0007629487663507462
432,-0.0007883738726377487,0.0002669915556907654,-0.0010108854621648788
433,-0.0012969877570867538,0.0005594920367002487,-0.000546751543879509
434,3.8137659430503845e-05,0.00057220458984375,0.001087188720703125
435,0.0012969877570867538,0.0006357952952384949,0.00102996826171875
436,0.0010999012738466263,0.0007184408605098724,0.0006993301212787628
437,0.001227082684636116,0.0012715347111225128,0.001455964520573616
438,0.0011253263801336288,0.0008329097181558609,0.0011380389332771301
439,0.0009091570973396301,0.0009346101433038712,0.0009346101433038712
